studied_credits,imd_band_encoded,highest_education_encoded,before_course_click,sum_click,after_course_click,final_score
180,0,2,117.0,814.0,697.0,57.22999999999999
120,9,3,37.0,1258.0,1221.0,86.08
60,2,2,29.0,1036.0,1007.0,46.425
90,8,3,61.0,2520.0,2459.0,122.67
60,7,2,210.0,2171.0,1961.0,64.2
30,0,1,0.0,20.0,20.0,0.0
60,7,1,74.0,708.0,634.0,109.55
60,9,2,10.0,3523.0,3513.0,180.4
120,0,1,89.0,837.0,748.0,17.5
30,2,3,0.0,18.0,18.0,59.45000000000001
60,8,1,15.0,27.0,12.0,20.762443438914023
120,2,2,13.0,275.0,262.0,15.55
30,3,1,154.0,206.0,52.0,0.0
90,0,1,0.0,57.0,57.0,0.0
30,1,2,67.0,855.0,788.0,0.0
30,7,3,642.0,3582.0,2940.0,89.36
30,7,1,7.0,57.0,50.0,0.0
60,6,2,128.0,2967.0,2839.0,63.5
60,1,1,27.0,268.0,241.0,58.23
60,1,2,149.0,298.0,149.0,35.2475
30,8,1,0.0,28.0,28.0,41.71143631436315
90,5,2,9.0,548.0,539.0,132.05
30,6,2,56.0,799.0,743.0,0.0
60,4,1,75.0,88.0,13.0,20.762443438914023
60,3,3,0.0,263.0,263.0,11.75
90,9,2,9.0,439.0,430.0,141.51999999999998
60,4,1,136.0,4149.0,4013.0,26.0
60,3,1,0.0,8.0,8.0,9.354555555555557
60,2,2,77.0,1002.0,925.0,113.11
90,0,2,79.0,451.0,372.0,41.25
120,9,1,58.0,383.0,325.0,20.244642857142857
60,3,1,21.0,508.0,487.0,45.15
60,0,2,1.0,202.0,201.0,8.75
120,4,2,32.0,910.0,878.0,161.25
60,2,1,1.0,25.0,24.0,3.25
60,5,1,133.0,2770.0,2637.0,85.5
120,6,2,47.0,455.0,408.0,31.48684210526316
30,2,1,0.0,47.0,47.0,0.0
60,2,3,5.0,7080.0,7075.0,61.5
150,4,3,183.0,4894.0,4711.0,90.5
60,7,2,12.0,129.0,117.0,1.44
120,7,1,4.0,147.0,143.0,0.6
60,2,3,61.0,2049.0,1988.0,130.4
120,1,1,24.0,4643.0,4619.0,72.0
60,4,2,136.0,4505.0,4369.0,73.5
60,2,4,0.0,308.0,308.0,82.76
60,2,1,165.0,3468.0,3303.0,33.75
90,3,3,5.0,5.0,0.0,9.354555555555557
120,2,1,609.0,6070.0,5461.0,87.0
150,7,3,1.0,2164.0,2163.0,75.75
120,1,1,31.0,256.0,225.0,16.720334928229665
120,5,2,314.0,1658.0,1344.0,103.5
30,2,2,26.0,462.0,436.0,0.0
60,2,1,126.0,4776.0,4650.0,62.0
60,0,0,150.0,751.0,601.0,5.26
90,1,1,89.0,359.0,270.0,6.85
90,3,1,22.0,680.0,658.0,37.125
120,1,1,12.0,169.0,157.0,8.75
90,3,1,31.0,256.0,225.0,16.720334928229665
60,9,2,0.0,486.0,486.0,61.83
120,2,3,62.0,563.0,501.0,18.90915119363396
100,6,1,75.0,504.0,429.0,26.149999999999995
90,8,1,128.0,6207.0,6079.0,97.25
90,4,2,113.0,3154.0,3041.0,71.75
60,0,3,141.0,3325.0,3184.0,69.6
180,9,4,0.0,610.0,610.0,87.86
60,1,1,40.0,370.0,330.0,10.827691056910568
60,6,2,5.0,495.0,490.0,9.21
60,1,1,0.0,1019.0,1019.0,78.5
60,7,3,3.0,462.0,459.0,136.07
60,3,2,0.0,735.0,735.0,71.95
60,8,3,29.0,506.0,477.0,179.3
60,5,3,82.0,2825.0,2743.0,91.92
60,1,1,12.0,267.0,255.0,58.43999999999999
60,6,2,0.0,21.0,21.0,10.145049504950494
60,8,2,138.0,9816.0,9678.0,94.75
240,4,2,35.0,392.0,357.0,18.066869158878504
60,2,1,164.0,2190.0,2026.0,61.0
120,7,2,0.0,150.0,150.0,9.75
120,6,1,1.0,356.0,355.0,18.90915119363396
30,2,1,93.0,691.0,598.0,0.0
60,3,2,15.0,619.0,604.0,58.05
30,4,3,5.0,2360.0,2355.0,93.0
120,2,1,42.0,1545.0,1503.0,125.425
240,0,3,70.0,786.0,716.0,33.75
30,1,0,15.0,144.0,129.0,0.0
30,4,1,2.0,202.0,200.0,41.71143631436315
60,2,2,26.0,295.0,269.0,24.25
60,9,1,282.0,3386.0,3104.0,82.5
120,0,1,389.0,5278.0,4889.0,62.5
150,2,2,58.0,753.0,695.0,58.06
60,1,2,21.0,980.0,959.0,130.875
60,2,1,0.0,2000.0,2000.0,177.88
60,5,1,100.0,622.0,522.0,20.2
60,1,1,16.0,1255.0,1239.0,67.65
180,4,2,63.0,1283.0,1220.0,58.18999999999999
120,1,1,452.0,683.0,231.0,20.244642857142857
150,4,1,1.0,77.0,76.0,0.88
30,0,2,36.0,346.0,310.0,0.0
120,2,2,3.0,10.0,7.0,19.7685667752443
120,4,1,65.0,294.0,229.0,19.7685667752443
75,3,2,0.0,465.0,465.0,77.92
60,1,1,22.0,984.0,962.0,63.48
60,4,2,54.0,2091.0,2037.0,73.05
60,4,2,53.0,2290.0,2237.0,68.75
60,3,2,98.0,4588.0,4490.0,84.5
60,8,1,6.0,627.0,621.0,22.62
120,3,2,38.0,957.0,919.0,73.58999999999999
30,2,2,0.0,297.0,297.0,0.0
60,7,1,10.0,118.0,108.0,4.5
120,5,1,30.0,318.0,288.0,24.36342857142857
120,0,1,0.0,6.0,6.0,9.354555555555557
60,5,3,395.0,1096.0,701.0,15.2
120,2,1,35.0,1994.0,1959.0,88.65
30,0,2,25.0,660.0,635.0,0.0
60,3,3,0.0,154.0,154.0,19.95
60,0,1,31.0,254.0,223.0,7.0
60,6,2,5.0,1540.0,1535.0,156.15
30,7,1,1.0,851.0,850.0,0.0
30,4,1,0.0,775.0,775.0,0.0
60,2,3,77.0,779.0,702.0,82.34
60,0,1,117.0,3643.0,3526.0,79.5
60,0,2,31.0,256.0,225.0,16.720334928229665
60,7,1,13.0,989.0,976.0,54.28
60,0,1,186.0,2407.0,2221.0,147.45
60,5,1,25.0,230.0,205.0,16.65823529411765
30,0,1,8.0,244.0,236.0,0.0
150,3,1,246.0,246.0,0.0,10.827691056910568
90,2,3,0.0,499.0,499.0,36.5
180,4,2,0.0,148.0,148.0,10.827691056910568
60,4,2,1.0,219.0,218.0,43.75
30,2,1,35.0,410.0,375.0,9.354555555555557
60,2,2,43.0,1256.0,1213.0,146.125
120,1,1,31.0,458.0,427.0,4.3
60,1,1,0.0,83.0,83.0,2.95
60,1,2,38.0,346.0,308.0,26.75
30,1,1,0.0,155.0,155.0,0.0
60,0,1,14.0,181.0,167.0,21.8089552238806
120,4,1,10.0,163.0,153.0,20.58634969325153
30,5,1,0.0,677.0,677.0,0.0
120,9,3,203.0,5053.0,4850.0,98.0
120,2,1,119.0,518.0,399.0,4.0
60,3,1,21.0,1535.0,1514.0,56.75
90,2,2,19.0,508.0,489.0,149.8
60,6,2,348.0,9775.0,9427.0,188.82
60,7,1,11.0,2433.0,2422.0,79.84
90,5,1,154.0,154.0,0.0,20.244642857142857
60,5,2,6.0,1192.0,1186.0,40.25
120,7,2,2.0,101.0,99.0,14.72
180,8,1,31.0,256.0,225.0,16.720334928229665
120,4,1,0.0,163.0,163.0,36.753277310924375
120,6,2,72.0,2042.0,1970.0,87.6
60,4,2,3.0,900.0,897.0,56.35999999999999
60,1,1,18.0,44.0,26.0,49.73075284090908
30,0,2,48.0,489.0,441.0,0.0
90,3,2,31.0,256.0,225.0,16.720334928229665
60,5,2,30.0,97.0,67.0,13.5
120,8,2,19.0,2704.0,2685.0,63.75
40,0,3,120.0,2039.0,1919.0,177.06
90,0,1,58.0,354.0,296.0,20.58634969325153
30,4,1,0.0,2.0,2.0,0.0
90,4,1,3.0,338.0,335.0,6.25
120,3,3,66.0,570.0,504.0,86.54
90,0,1,32.0,648.0,616.0,15.0
30,0,1,0.0,264.0,264.0,0.0
60,4,1,35.0,392.0,357.0,18.066869158878504
120,5,2,33.0,460.0,427.0,7.1
60,3,1,15.0,50.0,35.0,20.60275423728813
210,8,1,72.0,72.0,0.0,16.939143426294823
30,5,1,118.0,958.0,840.0,0.0
120,8,2,168.0,4239.0,4071.0,172.86
60,1,2,29.0,310.0,281.0,0.0
30,0,2,18.0,210.0,192.0,0.0
60,9,1,360.0,5569.0,5209.0,73.75
60,1,1,105.0,4729.0,4624.0,84.72
90,1,2,101.0,2124.0,2023.0,6.75
30,3,1,87.0,2258.0,2171.0,82.16
60,0,3,88.0,2633.0,2545.0,57.5
60,5,3,9.0,2938.0,2929.0,81.17
60,3,1,62.0,563.0,501.0,18.90915119363396
30,3,2,0.0,539.0,539.0,0.0
60,3,1,278.0,3344.0,3066.0,168.25
30,6,1,0.0,1408.0,1408.0,0.0
60,8,2,255.0,2288.0,2033.0,92.14
60,3,1,1.0,585.0,584.0,17.25
60,2,1,321.0,1479.0,1158.0,42.0
120,3,1,35.0,392.0,357.0,18.066869158878504
240,3,1,1.0,1.0,0.0,18.066869158878504
60,0,2,58.0,354.0,296.0,20.58634969325153
60,0,2,16.0,375.0,359.0,2.0
60,2,2,0.0,24.0,24.0,18.90915119363396
60,8,3,34.0,1233.0,1199.0,83.3
60,2,1,88.0,1183.0,1095.0,112.3
60,3,3,9.0,3315.0,3306.0,93.25
90,1,2,6.0,165.0,159.0,13.074999999999998
120,8,1,127.0,163.0,36.0,19.7685667752443
90,1,1,31.0,256.0,225.0,16.720334928229665
60,5,1,1.0,17.0,16.0,1.9
120,0,1,272.0,2244.0,1972.0,147.865
60,3,2,0.0,899.0,899.0,41.6
30,9,3,0.0,111.0,111.0,1.56
60,2,2,165.0,5946.0,5781.0,91.5
120,7,1,0.0,29.0,29.0,59.7
60,3,2,34.0,301.0,267.0,42.84767123287671
60,7,1,58.0,148.0,90.0,4.8
60,0,1,47.0,873.0,826.0,71.3
90,5,1,0.0,153.0,153.0,9.0
60,1,1,85.0,774.0,689.0,21.8089552238806
60,5,2,83.0,1168.0,1085.0,64.9
60,5,3,185.0,215.0,30.0,16.720334928229665
60,7,3,6.0,6.0,0.0,27.142666666666667
60,0,1,35.0,410.0,375.0,9.354555555555557
120,4,2,47.0,3959.0,3912.0,83.5
120,3,2,34.0,233.0,199.0,10.145049504950494
120,0,1,31.0,681.0,650.0,66.49
60,2,1,0.0,248.0,248.0,78.41
120,2,2,113.0,1005.0,892.0,16.5
60,4,1,0.0,673.0,673.0,73.41
60,0,2,13.0,304.0,291.0,74.8
60,5,2,0.0,310.0,310.0,13.739999999999998
30,2,1,2.0,376.0,374.0,0.0
60,5,3,535.0,8660.0,8125.0,93.0
60,0,2,13.0,174.0,161.0,31.55
60,3,1,0.0,1246.0,1246.0,73.15
60,6,2,24.0,38.0,14.0,24.36342857142857
120,3,2,324.0,6079.0,5755.0,182.5
60,8,2,65.0,294.0,229.0,19.7685667752443
120,9,2,0.0,254.0,254.0,73.15
90,3,1,85.0,774.0,689.0,21.8089552238806
90,8,2,891.0,7938.0,7047.0,89.25
60,5,1,39.0,849.0,810.0,65.35
60,1,1,78.0,191.0,113.0,3.75
60,7,2,35.0,392.0,357.0,18.066869158878504
60,0,1,109.0,3688.0,3579.0,55.5
90,3,4,0.0,413.0,413.0,15.67
60,3,1,2.0,3.0,1.0,21.8089552238806
60,6,2,41.0,628.0,587.0,47.64
60,3,2,212.0,1454.0,1242.0,73.22
30,2,4,0.0,57.0,57.0,6.38
60,2,3,94.0,889.0,795.0,18.25
30,5,1,6.0,978.0,972.0,0.0
60,5,2,108.0,1325.0,1217.0,128.5
30,8,2,80.0,453.0,373.0,0.0
90,6,3,193.0,714.0,521.0,162.05
60,5,2,28.0,261.0,233.0,47.05
150,7,2,91.0,651.0,560.0,129.55
60,8,2,13.0,1487.0,1474.0,165.19
120,3,1,43.0,72.0,29.0,20.58634969325153
60,8,2,469.0,8669.0,8200.0,162.3
120,9,2,140.0,2246.0,2106.0,109.95
60,9,1,1486.0,19461.0,17975.0,77.75
120,1,2,1.0,189.0,188.0,9.354555555555557
60,9,2,15.0,2416.0,2401.0,95.6
60,7,2,95.0,1285.0,1190.0,117.25
60,7,1,31.0,256.0,225.0,16.720334928229665
60,5,1,1.0,22.0,21.0,16.65823529411765
60,1,2,75.0,818.0,743.0,13.050000000000002
60,5,2,9.0,555.0,546.0,63.55
60,6,2,0.0,211.0,211.0,77.74
90,3,3,28.0,1237.0,1209.0,121.56
60,4,3,18.0,983.0,965.0,23.45
30,9,3,300.0,2132.0,1832.0,0.0
60,5,2,68.0,2161.0,2093.0,60.6
60,6,2,0.0,1434.0,1434.0,51.5
60,5,1,203.0,999.0,796.0,109.8
60,2,1,0.0,1009.0,1009.0,53.15
60,3,2,14.0,156.0,142.0,76.32
120,7,1,267.0,1355.0,1088.0,18.75
60,7,1,80.0,1368.0,1288.0,89.675
120,1,2,397.0,6128.0,5731.0,78.25
120,6,2,0.0,229.0,229.0,57.0
120,5,2,45.0,1660.0,1615.0,83.4
180,8,1,149.0,7386.0,7237.0,70.0
60,4,1,19.0,364.0,345.0,66.6
30,1,1,16.0,689.0,673.0,0.0
60,5,3,352.0,934.0,582.0,18.25
240,2,2,40.0,370.0,330.0,10.827691056910568
60,8,2,7.0,31.0,24.0,2.25
60,0,3,9.0,673.0,664.0,147.8
60,3,3,15.0,704.0,689.0,56.55
60,0,1,459.0,3533.0,3074.0,21.25
60,5,2,40.0,370.0,330.0,10.827691056910568
60,4,2,15.0,1736.0,1721.0,56.13000000000001
30,8,1,0.0,180.0,180.0,0.0
30,3,1,0.0,74.0,74.0,41.71143631436315
240,1,2,73.0,2116.0,2043.0,39.5
60,2,1,6.0,262.0,256.0,81.9
120,0,2,8.0,40.0,32.0,19.7685667752443
60,4,1,145.0,844.0,699.0,15.5
60,3,1,76.0,681.0,605.0,8.0
60,7,1,0.0,19.0,19.0,20.58634969325153
60,6,2,45.0,1087.0,1042.0,75.05
120,3,1,9.0,809.0,800.0,58.75
60,1,1,189.0,746.0,557.0,50.8
60,5,2,14.0,1014.0,1000.0,60.0
120,1,2,17.0,6797.0,6780.0,142.38
60,5,2,174.0,1511.0,1337.0,102.67500000000004
60,8,1,9.0,75.0,66.0,3.8
90,2,1,37.0,1785.0,1748.0,43.52
60,0,2,290.0,2959.0,2669.0,89.25
90,1,1,14.0,912.0,898.0,69.5
30,3,1,7.0,375.0,368.0,0.0
180,6,1,8.0,26.0,18.0,21.8089552238806
210,0,1,5.0,15.0,10.0,16.939143426294823
60,2,2,42.0,339.0,297.0,7.5
60,4,2,211.0,1260.0,1049.0,144.425
60,5,2,37.0,663.0,626.0,36.22377622377623
90,5,1,32.0,300.0,268.0,109.25
60,8,2,97.0,1097.0,1000.0,144.75
60,4,2,147.0,147.0,0.0,18.90915119363396
60,2,2,8.0,420.0,412.0,27.15
90,4,1,33.0,637.0,604.0,29.63745033112583
60,2,1,13.0,151.0,138.0,7.375
60,2,1,34.0,40.0,6.0,4.4
120,4,1,626.0,6973.0,6347.0,91.5
60,2,1,105.0,7973.0,7868.0,89.25
60,7,2,138.0,2364.0,2226.0,113.575
120,2,2,79.0,1688.0,1609.0,41.5
120,0,1,3.0,395.0,392.0,4.7
30,8,4,39.0,663.0,624.0,60.79999999999999
60,6,2,194.0,4454.0,4260.0,91.25
60,3,2,0.0,1938.0,1938.0,94.2
60,8,2,166.0,2085.0,1919.0,86.68
60,0,3,99.0,618.0,519.0,23.8
60,2,1,1.0,65.0,64.0,0.88
60,0,3,0.0,5.0,5.0,10.85
60,1,3,9.0,339.0,330.0,45.20000000000001
60,5,2,175.0,3553.0,3378.0,75.1
30,7,2,43.0,56.0,13.0,0.0
60,1,1,56.0,270.0,214.0,29.649999999999995
90,1,1,73.0,73.0,0.0,10.827691056910568
30,9,1,113.0,1019.0,906.0,0.0
120,3,2,824.0,8690.0,7866.0,139.75
90,3,2,71.0,277.0,206.0,0.0
60,8,2,286.0,3578.0,3292.0,84.0
60,2,2,153.0,1783.0,1630.0,81.76
60,9,2,27.0,220.0,193.0,10.0
120,7,1,0.0,94.0,94.0,23.94
30,0,1,42.0,737.0,695.0,0.0
60,2,1,0.0,915.0,915.0,78.23
30,8,1,44.0,4642.0,4598.0,16.44
90,9,1,3.0,2611.0,2608.0,144.55
60,2,1,79.0,2321.0,2242.0,85.75
60,5,3,131.0,1315.0,1184.0,166.74
30,7,2,0.0,990.0,990.0,80.12
60,6,3,3.0,2270.0,2267.0,84.35
120,0,2,24.0,608.0,584.0,8.625
90,7,1,7.0,80.0,73.0,29.63745033112583
60,0,2,104.0,1165.0,1061.0,98.275
120,0,2,31.0,256.0,225.0,16.720334928229665
60,6,1,9.0,1776.0,1767.0,55.84000000000001
120,2,2,125.0,197.0,72.0,6.2
90,6,2,35.0,410.0,375.0,9.354555555555557
60,7,2,2.0,84.0,82.0,9.354555555555557
60,9,1,96.0,1496.0,1400.0,26.75
60,0,2,14.0,348.0,334.0,125.175
60,8,1,13.0,621.0,608.0,73.44
60,0,1,42.0,3037.0,2995.0,70.25
60,4,2,1.0,443.0,442.0,51.08000000000001
60,3,1,95.0,1277.0,1182.0,154.575
120,2,3,10.0,243.0,233.0,8.94
60,7,1,48.0,7286.0,7238.0,54.5
90,7,3,50.0,519.0,469.0,196.12
60,9,3,56.0,1637.0,1581.0,60.88
120,1,1,24.0,2817.0,2793.0,50.94
120,4,3,40.0,370.0,330.0,10.827691056910568
30,2,1,0.0,605.0,605.0,0.0
90,3,2,1.0,6.0,5.0,25.79
60,1,2,82.0,727.0,645.0,135.0
120,1,2,301.0,1060.0,759.0,18.90915119363396
60,1,2,168.0,3749.0,3581.0,93.0
60,7,1,15.0,3093.0,3078.0,37.75
60,1,2,147.0,1653.0,1506.0,43.75
120,3,2,160.0,1011.0,851.0,138.05
120,4,2,26.0,248.0,222.0,76.62
120,9,4,0.0,9.0,9.0,19.7685667752443
60,1,2,147.0,2875.0,2728.0,83.72
60,1,3,0.0,3.0,3.0,9.354555555555557
60,0,1,335.0,1629.0,1294.0,77.5
150,4,1,25.0,230.0,205.0,16.65823529411765
70,7,2,265.0,869.0,604.0,183.25
30,3,3,0.0,1651.0,1651.0,85.96000000000001
60,9,1,3.0,6.0,3.0,18.066869158878504
120,2,1,0.0,423.0,423.0,65.2
60,5,2,135.0,3220.0,3085.0,139.95
30,4,1,26.0,27.0,1.0,0.0
120,6,1,104.0,1848.0,1744.0,152.05
60,6,1,122.0,921.0,799.0,30.325
120,5,1,37.0,83.0,46.0,18.066869158878504
60,8,1,0.0,416.0,416.0,13.92
120,7,3,74.0,3970.0,3896.0,192.75
60,4,2,150.0,687.0,537.0,13.625
180,4,1,116.0,3796.0,3680.0,69.75
120,3,2,1.0,1.0,0.0,20.58634969325153
120,4,2,2.0,205.0,203.0,12.5
150,2,1,12.0,140.0,128.0,4.95
240,0,3,85.0,774.0,689.0,21.8089552238806
90,5,1,0.0,1851.0,1851.0,193.84
60,0,1,17.0,1199.0,1182.0,74.15
90,5,2,58.0,354.0,296.0,20.58634969325153
30,6,3,76.0,1100.0,1024.0,0.0
150,3,3,22.0,1019.0,997.0,155.16
90,7,3,40.0,2387.0,2347.0,165.055
60,7,2,0.0,2655.0,2655.0,66.04
60,7,1,31.0,256.0,225.0,16.720334928229665
120,2,3,13.0,116.0,103.0,9.354555555555557
60,5,2,5.0,1058.0,1053.0,112.1
210,1,2,10.0,395.0,385.0,50.63
60,0,1,33.0,165.0,132.0,47.09
60,4,3,39.0,1763.0,1724.0,89.28
120,0,1,0.0,532.0,532.0,78.77000000000001
60,3,2,26.0,492.0,466.0,0.0
60,8,1,106.0,1568.0,1462.0,83.12
60,2,1,0.0,919.0,919.0,67.6
120,5,1,0.0,17.0,17.0,24.36342857142857
120,0,1,35.0,410.0,375.0,9.354555555555557
60,7,2,127.0,857.0,730.0,72.55000000000001
60,5,2,0.0,451.0,451.0,43.97
120,3,2,27.0,501.0,474.0,51.5
30,3,1,683.0,5497.0,4814.0,97.2
180,5,1,145.0,1400.0,1255.0,52.5
120,4,2,65.0,294.0,229.0,19.7685667752443
120,0,3,67.0,747.0,680.0,20.60275423728813
60,3,2,9.0,1481.0,1472.0,54.95
30,2,2,0.0,624.0,624.0,0.0
120,0,2,137.0,147.0,10.0,18.90915119363396
60,8,2,0.0,768.0,768.0,80.88
60,0,1,34.0,3750.0,3716.0,69.88
60,5,3,414.0,1209.0,795.0,15.309999999999995
30,1,2,0.0,273.0,273.0,0.0
30,2,1,151.0,1557.0,1406.0,0.0
60,6,1,1.0,1404.0,1403.0,58.94
60,4,2,363.0,3070.0,2707.0,143.325
120,9,2,65.0,294.0,229.0,19.7685667752443
60,3,2,0.0,511.0,511.0,34.49
60,0,2,20.0,226.0,206.0,58.58
60,4,2,40.0,370.0,330.0,10.827691056910568
60,4,1,30.0,2668.0,2638.0,78.82000000000001
60,7,1,4.0,101.0,97.0,3.9
30,9,2,35.0,1690.0,1655.0,64.0
60,6,1,0.0,6.0,6.0,32.034018987341774
60,8,2,235.0,2865.0,2630.0,156.73000000000002
60,7,1,68.0,1101.0,1033.0,29.15427927927928
60,5,2,47.0,3207.0,3160.0,74.5
240,4,2,163.0,1839.0,1676.0,52.8
30,8,2,0.0,365.0,365.0,0.0
60,8,1,20.0,318.0,298.0,30.72293706293706
30,5,1,32.0,1318.0,1286.0,82.32000000000001
60,7,1,632.0,3219.0,2587.0,71.2
60,4,2,36.0,568.0,532.0,153.8
60,6,2,259.0,3695.0,3436.0,42.5
60,9,3,0.0,150.0,150.0,18.57
60,0,1,108.0,4818.0,4710.0,62.25
30,9,1,55.0,406.0,351.0,15.84
60,2,2,13.0,1203.0,1190.0,82.24000000000001
120,4,2,9.0,160.0,151.0,16.939143426294823
60,9,2,0.0,1975.0,1975.0,76.0
60,0,1,75.0,311.0,236.0,9.5
60,9,3,4.0,7.0,3.0,9.354555555555557
60,6,2,0.0,1211.0,1211.0,70.24
90,6,3,2.0,2.0,0.0,10.827691056910568
90,2,2,188.0,359.0,171.0,9.354555555555557
30,2,2,56.0,327.0,271.0,0.0
60,3,2,93.0,714.0,621.0,55.8
90,1,2,35.0,35.0,0.0,24.36342857142857
30,6,1,0.0,1050.0,1050.0,88.44
90,1,1,1.0,13.0,12.0,36.22377622377623
60,0,1,0.0,25.0,25.0,1.0
60,2,1,31.0,4165.0,4134.0,79.25
60,3,2,58.0,2527.0,2469.0,87.5
60,4,3,61.0,5432.0,5371.0,95.0
120,1,2,36.0,737.0,701.0,31.940000000000005
60,6,1,86.0,1147.0,1061.0,46.85
120,3,2,40.0,370.0,330.0,10.827691056910568
60,2,2,0.0,243.0,243.0,27.49
60,4,2,28.0,356.0,328.0,37.69
120,7,1,25.0,4585.0,4560.0,87.0
120,7,3,62.0,563.0,501.0,18.90915119363396
60,6,2,213.0,5829.0,5616.0,79.75
60,1,2,0.0,1409.0,1409.0,56.0
60,2,3,37.0,529.0,492.0,39.16
60,2,2,0.0,95.0,95.0,65.2
60,3,2,0.0,6.0,6.0,49.73075284090908
60,2,2,5.0,932.0,927.0,89.6
60,5,1,1.0,281.0,280.0,5.8
120,2,1,0.0,23.0,23.0,16.939143426294823
60,1,2,115.0,2975.0,2860.0,72.0
120,3,2,61.0,783.0,722.0,37.85
60,0,3,0.0,1886.0,1886.0,59.8
30,2,1,14.0,68.0,54.0,0.0
120,6,2,53.0,653.0,600.0,37.515
120,7,1,0.0,2.0,2.0,30.72293706293706
60,8,2,277.0,2445.0,2168.0,66.9
30,7,2,41.0,1785.0,1744.0,195.24
90,0,1,110.0,2703.0,2593.0,49.5
60,3,1,67.0,747.0,680.0,20.60275423728813
60,5,2,121.0,128.0,7.0,16.939143426294823
60,2,2,14.0,464.0,450.0,141.05
120,4,3,51.0,993.0,942.0,79.76
60,7,2,78.0,3947.0,3869.0,80.25
60,3,1,58.0,235.0,177.0,36.04
60,0,1,0.0,1033.0,1033.0,134.225
60,3,2,36.0,636.0,600.0,57.92
300,0,2,81.0,558.0,477.0,16.77
60,8,2,8.0,912.0,904.0,52.1
150,1,1,1138.0,7486.0,6348.0,79.0
150,1,1,0.0,129.0,129.0,13.53
60,2,1,0.0,169.0,169.0,10.5
90,4,2,621.0,6017.0,5396.0,81.25
60,8,2,34.0,646.0,612.0,41.55
60,7,2,0.0,725.0,725.0,78.8
90,8,1,46.0,543.0,497.0,43.25
60,4,1,7.0,1104.0,1097.0,40.84
60,2,2,13.0,722.0,709.0,9.13
120,4,2,12.0,678.0,666.0,157.55
120,3,2,9.0,210.0,201.0,71.15
120,8,2,55.0,450.0,395.0,0.0
30,7,2,312.0,1481.0,1169.0,39.44
30,4,2,0.0,99.0,99.0,10.08
60,5,1,0.0,257.0,257.0,23.25
90,9,1,6.0,67.0,61.0,17.925
180,4,3,0.0,27.0,27.0,9.6
60,1,2,58.0,1133.0,1075.0,54.75
60,1,2,58.0,354.0,296.0,20.58634969325153
90,8,2,167.0,3027.0,2860.0,80.4
60,0,2,18.0,112.0,94.0,2.75
60,1,2,0.0,127.0,127.0,12.68
60,0,1,0.0,34.0,34.0,10.25
30,0,1,0.0,821.0,821.0,0.0
150,5,1,211.0,344.0,133.0,11.25
120,9,1,142.0,1163.0,1021.0,36.4
120,9,1,5.0,495.0,490.0,84.32000000000001
30,5,1,0.0,265.0,265.0,0.0
180,0,1,10.0,1597.0,1587.0,49.75
60,2,2,11.0,323.0,312.0,9.0
60,3,2,23.0,914.0,891.0,117.0
120,3,1,299.0,5766.0,5467.0,92.25
60,5,1,42.0,888.0,846.0,52.58
60,5,1,43.0,150.0,107.0,9.354555555555557
30,1,1,0.0,129.0,129.0,0.0
60,1,1,31.0,256.0,225.0,16.720334928229665
30,8,2,7.0,476.0,469.0,0.0
60,7,2,64.0,1142.0,1078.0,70.13
60,1,1,6.0,258.0,252.0,46.7
120,9,3,11.0,185.0,174.0,47.89
60,2,1,41.0,222.0,181.0,5.8
60,5,1,17.0,1256.0,1239.0,72.2
60,9,2,224.0,1586.0,1362.0,117.06999999999998
60,1,1,30.0,318.0,288.0,24.36342857142857
30,6,1,2.0,2.0,0.0,0.0
60,7,2,3.0,317.0,314.0,83.3
60,5,2,42.0,422.0,380.0,63.05
90,5,3,51.0,4648.0,4597.0,97.23
60,2,2,0.0,649.0,649.0,72.97
90,3,2,56.0,477.0,421.0,56.73145896656534
60,1,2,1.0,529.0,528.0,30.25
150,4,1,110.0,3664.0,3554.0,84.75
120,0,2,0.0,160.0,160.0,0.94
120,2,2,94.0,840.0,746.0,169.75
60,5,1,30.0,95.0,65.0,14.78
120,2,1,14.0,36.0,22.0,10.827691056910568
60,8,2,69.0,1353.0,1284.0,75.3
120,3,2,33.0,1090.0,1057.0,64.5
60,6,2,83.0,207.0,124.0,6.0
30,4,1,0.0,938.0,938.0,0.0
60,6,1,0.0,2994.0,2994.0,82.5
60,7,2,9.0,431.0,422.0,0.0
120,0,2,18.0,905.0,887.0,171.75
60,3,2,36.0,206.0,170.0,41.575
60,1,2,143.0,2613.0,2470.0,136.38
60,6,1,8.0,1373.0,1365.0,81.73
120,9,1,73.0,1964.0,1891.0,83.61
60,8,1,41.0,2203.0,2162.0,78.0
30,1,2,133.0,376.0,243.0,2.16
60,0,1,5.0,6.0,1.0,29.63745033112583
120,3,2,36.0,1156.0,1120.0,164.07999999999998
120,4,2,34.0,233.0,199.0,10.145049504950494
120,2,3,25.0,423.0,398.0,86.84
120,2,2,90.0,608.0,518.0,31.25
60,4,2,0.0,911.0,911.0,70.55
120,6,3,4.0,4.0,0.0,20.244642857142857
60,8,2,3.0,920.0,917.0,146.63
60,1,0,0.0,148.0,148.0,0.0
120,2,1,4.0,1740.0,1736.0,71.25
180,5,1,40.0,624.0,584.0,7.5
60,8,2,27.0,599.0,572.0,29.52
120,2,1,62.0,563.0,501.0,18.90915119363396
60,1,1,186.0,3448.0,3262.0,82.25
