at_risk_binary_encoded,studied_credits,num_of_prev_attempts,imd_band_encoded,highest_education_encoded,before_course_click,sum_click,after_course_click,final_score,imd_band,highest_education
0,60,0,4,1,28.0,637.0,609.0,115.05,40-50%,Lower Than A Level
1,60,1,5,3,0.0,153.0,153.0,27.05,50-60%,HE Qualification
1,150,0,8,2,5.0,5.0,0.0,19.7685667752443,80-90%,A Level or Equivalent
0,120,1,4,1,122.0,1116.0,994.0,166.15,40-50%,Lower Than A Level
1,240,0,3,2,65.0,294.0,229.0,19.7685667752443,30-40%,A Level or Equivalent
1,150,0,7,1,65.0,294.0,229.0,19.7685667752443,70-80%,Lower Than A Level
0,60,1,9,2,64.0,865.0,801.0,135.55,90-100%,A Level or Equivalent
0,60,0,3,1,278.0,3344.0,3066.0,168.25,30-40%,Lower Than A Level
1,120,2,6,2,65.0,294.0,229.0,19.7685667752443,60-70%,A Level or Equivalent
1,60,0,1,2,4.0,611.0,607.0,118.25,10-20%,A Level or Equivalent
1,60,0,4,1,108.0,1382.0,1274.0,54.5,40-50%,Lower Than A Level
0,60,1,4,2,149.0,656.0,507.0,133.1,40-50%,A Level or Equivalent
1,90,0,5,2,23.0,421.0,398.0,86.05,50-60%,A Level or Equivalent
0,120,0,3,1,30.0,603.0,573.0,114.55,30-40%,Lower Than A Level
1,180,0,0,1,121.0,137.0,16.0,19.7685667752443,0-10%,Lower Than A Level
1,60,1,8,1,0.0,73.0,73.0,20.15,80-90%,Lower Than A Level
1,120,0,3,2,65.0,294.0,229.0,19.7685667752443,30-40%,A Level or Equivalent
1,120,0,5,2,42.0,42.0,0.0,19.7685667752443,50-60%,A Level or Equivalent
0,60,0,5,3,52.0,1176.0,1124.0,150.75,50-60%,HE Qualification
1,60,1,2,1,2.0,457.0,455.0,16.3,20-30%,Lower Than A Level
1,70,3,3,2,65.0,294.0,229.0,19.7685667752443,30-40%,A Level or Equivalent
1,150,2,8,1,20.0,470.0,450.0,94.2,80-90%,Lower Than A Level
1,60,2,8,2,174.0,402.0,228.0,9.0,80-90%,A Level or Equivalent
0,120,0,0,2,141.0,821.0,680.0,129.3,0-10%,A Level or Equivalent
1,90,0,5,2,37.0,418.0,381.0,24.3,50-60%,A Level or Equivalent
1,130,1,8,3,11.0,487.0,476.0,30.05,80-90%,HE Qualification
0,60,0,2,3,189.0,2117.0,1928.0,142.05,20-30%,HE Qualification
1,60,2,5,2,104.0,741.0,637.0,84.55,50-60%,A Level or Equivalent
1,90,1,3,1,0.0,3.0,3.0,3.25,30-40%,Lower Than A Level
1,120,0,4,2,65.0,294.0,229.0,19.7685667752443,40-50%,A Level or Equivalent
1,60,0,3,0,37.0,83.0,46.0,2.0,30-40%,No Formal quals
0,120,0,0,1,15.0,867.0,852.0,158.3,0-10%,Lower Than A Level
0,120,0,5,3,231.0,900.0,669.0,145.8,50-60%,HE Qualification
1,60,0,2,4,576.0,1872.0,1296.0,64.55,20-30%,Post Graduate Qualification
0,60,1,1,2,167.0,1278.0,1111.0,140.75,10-20%,A Level or Equivalent
1,120,0,3,2,6.0,86.0,80.0,3.5,30-40%,A Level or Equivalent
0,120,0,6,1,117.0,586.0,469.0,149.05,60-70%,Lower Than A Level
0,90,0,6,1,207.0,1391.0,1184.0,114.75,60-70%,Lower Than A Level
0,120,1,3,2,160.0,1011.0,851.0,138.05,30-40%,A Level or Equivalent
1,60,0,5,3,86.0,2067.0,1981.0,93.59999999999998,50-60%,HE Qualification
1,60,0,7,1,65.0,294.0,229.0,19.7685667752443,70-80%,Lower Than A Level
0,60,0,5,2,38.0,1067.0,1029.0,128.3,50-60%,A Level or Equivalent
0,120,0,3,2,34.0,485.0,451.0,114.0,30-40%,A Level or Equivalent
1,120,0,5,2,65.0,294.0,229.0,19.7685667752443,50-60%,A Level or Equivalent
1,60,1,6,1,6.0,100.0,94.0,28.05,60-70%,Lower Than A Level
0,120,0,2,3,170.0,1031.0,861.0,187.55,20-30%,HE Qualification
1,90,1,3,1,59.0,850.0,791.0,17.25,30-40%,Lower Than A Level
0,60,0,9,1,241.0,2470.0,2229.0,166.3,90-100%,Lower Than A Level
1,60,0,1,3,37.0,243.0,206.0,14.0,10-20%,HE Qualification
0,60,0,8,1,225.0,874.0,649.0,119.25,80-90%,Lower Than A Level
1,60,0,9,1,0.0,20.0,20.0,19.7685667752443,90-100%,Lower Than A Level
1,60,0,0,1,0.0,89.0,89.0,10.25,0-10%,Lower Than A Level
0,60,4,1,1,79.0,1040.0,961.0,135.5,10-20%,Lower Than A Level
1,60,0,7,2,1.0,1.0,0.0,19.7685667752443,70-80%,A Level or Equivalent
1,120,0,8,2,21.0,171.0,150.0,19.5,80-90%,A Level or Equivalent
0,60,0,8,2,233.0,4050.0,3817.0,130.25,80-90%,A Level or Equivalent
1,120,2,5,1,32.0,173.0,141.0,20.05,50-60%,Lower Than A Level
1,120,2,1,2,41.0,231.0,190.0,22.0,10-20%,A Level or Equivalent
1,120,0,5,1,65.0,294.0,229.0,19.7685667752443,50-60%,Lower Than A Level
0,180,0,2,1,198.0,2462.0,2264.0,150.75,20-30%,Lower Than A Level
0,60,0,3,2,62.0,552.0,490.0,176.8,30-40%,A Level or Equivalent
1,120,1,4,2,60.0,522.0,462.0,116.0,40-50%,A Level or Equivalent
1,60,0,9,2,40.0,163.0,123.0,17.05,90-100%,A Level or Equivalent
1,60,3,5,2,2.0,5.0,3.0,19.7685667752443,50-60%,A Level or Equivalent
0,60,0,5,1,528.0,7633.0,7105.0,158.55,50-60%,Lower Than A Level
1,120,0,0,1,0.0,39.0,39.0,19.7685667752443,0-10%,Lower Than A Level
1,120,1,1,1,65.0,294.0,229.0,19.7685667752443,10-20%,Lower Than A Level
1,100,0,1,2,162.0,664.0,502.0,39.3,10-20%,A Level or Equivalent
1,180,3,6,3,65.0,294.0,229.0,19.7685667752443,60-70%,HE Qualification
1,120,0,0,1,457.0,1578.0,1121.0,9.75,0-10%,Lower Than A Level
0,60,0,6,3,494.0,6802.0,6308.0,160.5,60-70%,HE Qualification
0,60,0,8,3,47.0,818.0,771.0,142.5,80-90%,HE Qualification
1,60,0,3,2,0.0,6.0,6.0,19.7685667752443,30-40%,A Level or Equivalent
1,120,0,9,2,0.0,182.0,182.0,108.55,90-100%,A Level or Equivalent
0,60,0,3,3,548.0,3589.0,3041.0,163.55,30-40%,HE Qualification
1,120,0,0,1,65.0,294.0,229.0,19.7685667752443,0-10%,Lower Than A Level
0,60,1,6,1,58.0,1209.0,1151.0,153.55,60-70%,Lower Than A Level
1,120,0,4,2,20.0,233.0,213.0,60.75,40-50%,A Level or Equivalent
0,120,0,3,2,824.0,8690.0,7866.0,139.75,30-40%,A Level or Equivalent
1,120,0,0,1,2.0,2.0,0.0,19.7685667752443,0-10%,Lower Than A Level
1,60,1,2,2,56.0,477.0,421.0,56.73145896656534,20-30%,A Level or Equivalent
1,90,2,1,3,56.0,477.0,421.0,56.73145896656534,10-20%,HE Qualification
0,60,1,1,2,124.0,995.0,871.0,169.0,10-20%,A Level or Equivalent
0,90,0,8,3,0.0,653.0,653.0,163.25,80-90%,HE Qualification
0,60,0,3,3,94.0,1448.0,1354.0,162.05,30-40%,HE Qualification
0,60,2,5,1,3.0,142.0,139.0,105.8,50-60%,Lower Than A Level
1,60,1,2,2,24.0,88.0,64.0,12.0,20-30%,A Level or Equivalent
0,60,0,3,2,31.0,635.0,604.0,130.05,30-40%,A Level or Equivalent
1,60,0,7,1,78.0,335.0,257.0,25.3,70-80%,Lower Than A Level
1,60,3,5,2,30.0,30.0,0.0,35.05,50-60%,A Level or Equivalent
1,120,4,2,2,0.0,47.0,47.0,2.0,20-30%,A Level or Equivalent
0,60,0,4,2,15.0,494.0,479.0,155.0,40-50%,A Level or Equivalent
0,60,2,8,1,0.0,351.0,351.0,109.55,80-90%,Lower Than A Level
0,60,0,5,1,38.0,542.0,504.0,162.3,50-60%,Lower Than A Level
1,60,1,3,1,65.0,294.0,229.0,14.300000000000002,30-40%,Lower Than A Level
1,120,0,4,1,60.0,913.0,853.0,86.5,40-50%,Lower Than A Level
1,60,0,5,2,6.0,1308.0,1302.0,116.05,50-60%,A Level or Equivalent
1,60,1,6,2,59.0,131.0,72.0,41.75,60-70%,A Level or Equivalent
1,60,1,0,1,35.0,406.0,371.0,67.0,0-10%,Lower Than A Level
0,60,1,3,2,8.0,446.0,438.0,145.05,30-40%,A Level or Equivalent
1,120,0,9,4,0.0,9.0,9.0,19.7685667752443,90-100%,Post Graduate Qualification
0,60,0,4,2,31.0,1446.0,1415.0,143.8,40-50%,A Level or Equivalent
0,60,0,4,2,28.0,353.0,325.0,135.8,40-50%,A Level or Equivalent
1,150,0,8,1,65.0,294.0,229.0,19.7685667752443,80-90%,Lower Than A Level
1,60,0,8,2,209.0,920.0,711.0,78.3,80-90%,A Level or Equivalent
0,60,1,1,2,45.0,783.0,738.0,120.25,10-20%,A Level or Equivalent
1,120,0,2,2,20.0,20.0,0.0,19.7685667752443,20-30%,A Level or Equivalent
1,60,0,5,3,27.0,229.0,202.0,15.550000000000002,50-60%,HE Qualification
1,120,0,0,1,61.0,157.0,96.0,2.5,0-10%,Lower Than A Level
1,90,0,8,2,34.0,732.0,698.0,90.75,80-90%,A Level or Equivalent
1,120,0,2,0,242.0,547.0,305.0,13.0,20-30%,No Formal quals
1,60,1,6,1,3.0,3.0,0.0,56.73145896656534,60-70%,Lower Than A Level
1,120,1,7,1,65.0,294.0,229.0,19.7685667752443,70-80%,Lower Than A Level
1,150,1,3,2,15.0,58.0,43.0,19.7685667752443,30-40%,A Level or Equivalent
1,60,0,4,2,87.0,340.0,253.0,50.25,40-50%,A Level or Equivalent
0,60,1,0,2,0.0,348.0,348.0,97.25,0-10%,A Level or Equivalent
0,60,0,2,2,52.0,2475.0,2423.0,143.05,20-30%,A Level or Equivalent
1,60,0,4,1,35.0,259.0,224.0,18.55,40-50%,Lower Than A Level
0,60,1,4,3,4.0,688.0,684.0,157.05,40-50%,HE Qualification
1,60,0,7,2,1.0,288.0,287.0,16.3,70-80%,A Level or Equivalent
0,60,0,5,2,79.0,216.0,137.0,99.0,50-60%,A Level or Equivalent
0,60,0,4,2,78.0,1479.0,1401.0,135.8,40-50%,A Level or Equivalent
1,60,1,2,2,309.0,2115.0,1806.0,78.5,20-30%,A Level or Equivalent
0,60,0,6,1,132.0,725.0,593.0,174.5,60-70%,Lower Than A Level
1,60,0,2,1,0.0,3.0,3.0,56.73145896656534,20-30%,Lower Than A Level
1,120,1,3,2,5.0,30.0,25.0,44.65,30-40%,A Level or Equivalent
1,60,1,1,1,65.0,294.0,229.0,19.7685667752443,10-20%,Lower Than A Level
1,60,0,2,2,106.0,264.0,158.0,40.55,20-30%,A Level or Equivalent
1,60,0,5,1,127.0,300.0,173.0,7.0,50-60%,Lower Than A Level
0,120,0,8,1,151.0,2791.0,2640.0,172.0,80-90%,Lower Than A Level
1,60,1,1,3,16.0,99.0,83.0,20.95,10-20%,HE Qualification
1,60,0,9,3,18.0,230.0,212.0,37.8,90-100%,HE Qualification
1,120,0,3,1,23.0,79.0,56.0,19.7685667752443,30-40%,Lower Than A Level
1,90,1,5,1,0.0,371.0,371.0,104.8,50-60%,Lower Than A Level
0,60,0,9,1,68.0,1598.0,1530.0,119.5,90-100%,Lower Than A Level
0,60,1,2,3,34.0,1365.0,1331.0,173.8,20-30%,HE Qualification
1,60,2,1,1,35.0,129.0,94.0,0.5,10-20%,Lower Than A Level
1,60,1,3,2,0.0,8.0,8.0,21.2,30-40%,A Level or Equivalent
0,120,0,9,2,44.0,684.0,640.0,125.0,90-100%,A Level or Equivalent
1,60,1,8,1,67.0,403.0,336.0,9.75,80-90%,Lower Than A Level
0,60,1,5,1,35.0,767.0,732.0,150.75,50-60%,Lower Than A Level
1,90,0,7,3,137.0,2175.0,2038.0,51.25,70-80%,HE Qualification
1,120,3,2,0,6.0,26.0,20.0,19.7685667752443,20-30%,No Formal quals
0,60,1,1,4,2.0,81.0,79.0,165.7,10-20%,Post Graduate Qualification
0,120,0,5,1,6.0,363.0,357.0,114.55,50-60%,Lower Than A Level
1,120,0,9,2,65.0,294.0,229.0,19.7685667752443,90-100%,A Level or Equivalent
1,120,0,4,2,65.0,294.0,229.0,19.7685667752443,40-50%,A Level or Equivalent
1,150,2,2,1,6.0,14.0,8.0,19.5,20-30%,Lower Than A Level
0,60,0,0,2,24.0,1430.0,1406.0,133.0,0-10%,A Level or Equivalent
1,60,0,0,2,21.0,611.0,590.0,39.75,0-10%,A Level or Equivalent
1,60,1,1,1,1.0,1.0,0.0,19.7685667752443,10-20%,Lower Than A Level
1,60,0,4,2,556.0,3778.0,3222.0,40.75,40-50%,A Level or Equivalent
0,60,0,8,2,41.0,2285.0,2244.0,131.05,80-90%,A Level or Equivalent
1,120,0,4,1,93.0,436.0,343.0,63.0,40-50%,Lower Than A Level
1,60,1,4,3,12.0,28.0,16.0,19.7685667752443,40-50%,HE Qualification
1,60,1,1,3,15.0,315.0,300.0,30.8,10-20%,HE Qualification
0,60,1,6,2,15.0,819.0,804.0,137.5,60-70%,A Level or Equivalent
1,60,0,1,1,0.0,128.0,128.0,3.0,10-20%,Lower Than A Level
1,60,0,7,3,65.0,294.0,229.0,19.7685667752443,70-80%,HE Qualification
0,60,0,3,2,89.0,2061.0,1972.0,121.5,30-40%,A Level or Equivalent
1,120,1,2,3,0.0,36.0,36.0,39.9,20-30%,HE Qualification
1,190,0,4,1,95.0,489.0,394.0,4.0,40-50%,Lower Than A Level
1,120,1,5,2,24.0,193.0,169.0,39.05,50-60%,A Level or Equivalent
1,100,0,5,2,1.0,28.0,27.0,56.73145896656534,50-60%,A Level or Equivalent
1,60,1,2,2,24.0,166.0,142.0,32.25,20-30%,A Level or Equivalent
0,90,0,2,2,52.0,590.0,538.0,150.75,20-30%,A Level or Equivalent
0,90,1,6,2,272.0,7626.0,7354.0,184.0,60-70%,A Level or Equivalent
1,120,0,3,2,32.0,1050.0,1018.0,96.8,30-40%,A Level or Equivalent
0,60,0,8,3,33.0,1401.0,1368.0,135.0,80-90%,HE Qualification
1,90,0,0,3,9.0,165.0,156.0,46.0,0-10%,HE Qualification
1,60,0,3,2,10.0,795.0,785.0,114.8,30-40%,A Level or Equivalent
0,60,0,6,2,22.0,1457.0,1435.0,119.55,60-70%,A Level or Equivalent
1,120,1,1,1,101.0,1734.0,1633.0,13.5,10-20%,Lower Than A Level
1,120,0,1,1,65.0,294.0,229.0,19.7685667752443,10-20%,Lower Than A Level
1,60,0,7,1,51.0,64.0,13.0,19.7685667752443,70-80%,Lower Than A Level
0,120,0,9,2,141.0,2782.0,2641.0,122.75,90-100%,A Level or Equivalent
0,90,0,2,2,106.0,1181.0,1075.0,177.25,20-30%,A Level or Equivalent
1,120,0,6,3,446.0,1664.0,1218.0,40.5,60-70%,HE Qualification
0,120,0,4,2,97.0,812.0,715.0,124.0,40-50%,A Level or Equivalent
1,120,2,7,2,11.0,11.0,0.0,19.7685667752443,70-80%,A Level or Equivalent
0,60,0,2,3,175.0,950.0,775.0,183.8,20-30%,HE Qualification
0,60,1,5,2,18.0,653.0,635.0,120.05,50-60%,A Level or Equivalent
1,60,1,6,2,65.0,294.0,229.0,19.7685667752443,60-70%,A Level or Equivalent
0,90,0,6,3,21.0,243.0,222.0,181.0,60-70%,HE Qualification
1,60,0,4,1,65.0,294.0,229.0,19.7685667752443,40-50%,Lower Than A Level
0,60,0,8,2,246.0,1433.0,1187.0,116.0,80-90%,A Level or Equivalent
1,60,1,1,3,65.0,294.0,229.0,19.7685667752443,10-20%,HE Qualification
1,60,0,7,1,74.0,708.0,634.0,109.55,70-80%,Lower Than A Level
0,60,1,5,2,28.0,271.0,243.0,102.05,50-60%,A Level or Equivalent
1,60,1,8,2,235.0,1704.0,1469.0,22.25,80-90%,A Level or Equivalent
1,120,1,3,1,25.0,25.0,0.0,19.7685667752443,30-40%,Lower Than A Level
1,60,2,1,2,0.0,585.0,585.0,28.8,10-20%,A Level or Equivalent
1,60,0,8,2,64.0,1035.0,971.0,101.05,80-90%,A Level or Equivalent
0,120,1,2,2,81.0,538.0,457.0,163.3,20-30%,A Level or Equivalent
1,120,1,8,1,49.0,576.0,527.0,16.75,80-90%,Lower Than A Level
1,60,0,9,1,65.0,294.0,229.0,19.7685667752443,90-100%,Lower Than A Level
0,60,1,0,2,41.0,682.0,641.0,101.5,0-10%,A Level or Equivalent
0,85,0,2,2,55.0,770.0,715.0,178.55,20-30%,A Level or Equivalent
1,70,0,1,1,84.0,116.0,32.0,19.7685667752443,10-20%,Lower Than A Level
0,60,0,1,2,82.0,727.0,645.0,135.0,10-20%,A Level or Equivalent
1,150,0,3,3,16.0,16.0,0.0,19.7685667752443,30-40%,HE Qualification
0,60,0,9,2,6.0,340.0,334.0,118.8,90-100%,A Level or Equivalent
1,60,0,8,2,117.0,764.0,647.0,52.5,80-90%,A Level or Equivalent
1,120,0,4,1,65.0,294.0,229.0,19.7685667752443,40-50%,Lower Than A Level
1,60,0,2,2,25.0,545.0,520.0,56.05,20-30%,A Level or Equivalent
0,60,0,9,2,96.0,1498.0,1402.0,149.25,90-100%,A Level or Equivalent
0,60,0,2,3,65.0,1760.0,1695.0,126.75,20-30%,HE Qualification
0,60,0,3,1,138.0,1278.0,1140.0,145.0,30-40%,Lower Than A Level
1,60,0,0,1,65.0,294.0,229.0,19.7685667752443,0-10%,Lower Than A Level
1,90,0,3,2,65.0,294.0,229.0,19.7685667752443,30-40%,A Level or Equivalent
0,120,0,4,2,98.0,2814.0,2716.0,148.8,40-50%,A Level or Equivalent
1,60,0,4,3,28.0,580.0,552.0,37.5,40-50%,HE Qualification
0,120,0,7,1,157.0,1884.0,1727.0,158.75,70-80%,Lower Than A Level
1,60,0,6,1,1.0,8.0,7.0,56.73145896656534,60-70%,Lower Than A Level
0,60,0,7,1,66.0,900.0,834.0,121.0,70-80%,Lower Than A Level
0,90,1,8,2,186.0,1190.0,1004.0,137.0,80-90%,A Level or Equivalent
1,60,0,4,2,65.0,294.0,229.0,19.7685667752443,40-50%,A Level or Equivalent
1,120,0,2,2,65.0,294.0,229.0,19.7685667752443,20-30%,A Level or Equivalent
1,60,0,8,3,82.0,268.0,186.0,21.3,80-90%,HE Qualification
0,120,0,5,2,314.0,1658.0,1344.0,103.5,50-60%,A Level or Equivalent
0,60,0,3,2,169.0,3797.0,3628.0,177.05,30-40%,A Level or Equivalent
0,120,0,9,2,56.0,1044.0,988.0,151.75,90-100%,A Level or Equivalent
1,370,2,9,3,65.0,294.0,229.0,19.7685667752443,90-100%,HE Qualification
0,120,0,2,2,103.0,560.0,457.0,102.05,20-30%,A Level or Equivalent
0,90,0,8,2,222.0,847.0,625.0,167.3,80-90%,A Level or Equivalent
1,60,0,4,1,104.0,389.0,285.0,16.25,40-50%,Lower Than A Level
0,60,1,3,3,83.0,704.0,621.0,114.8,30-40%,HE Qualification
0,60,0,3,1,39.0,762.0,723.0,161.75,30-40%,Lower Than A Level
0,60,0,6,1,198.0,1558.0,1360.0,148.8,60-70%,Lower Than A Level
0,60,1,0,1,29.0,643.0,614.0,110.05,0-10%,Lower Than A Level
0,60,0,0,2,186.0,920.0,734.0,151.75,0-10%,A Level or Equivalent
0,90,0,6,1,72.0,1049.0,977.0,116.75,60-70%,Lower Than A Level
1,60,3,4,2,1.0,1.0,0.0,19.7685667752443,40-50%,A Level or Equivalent
1,210,0,5,1,65.0,294.0,229.0,19.7685667752443,50-60%,Lower Than A Level
0,60,0,4,2,209.0,1842.0,1633.0,139.25,40-50%,A Level or Equivalent
1,180,1,0,1,0.0,141.0,141.0,2.75,0-10%,Lower Than A Level
1,150,3,0,3,85.0,544.0,459.0,21.5,0-10%,HE Qualification
0,60,0,6,1,192.0,855.0,663.0,151.25,60-70%,Lower Than A Level
0,60,0,6,1,91.0,874.0,783.0,166.3,60-70%,Lower Than A Level
1,60,0,6,2,64.0,692.0,628.0,87.5,60-70%,A Level or Equivalent
0,60,0,7,2,126.0,644.0,518.0,159.5,70-80%,A Level or Equivalent
1,90,1,2,1,40.0,48.0,8.0,56.73145896656534,20-30%,Lower Than A Level
0,150,0,4,1,39.0,527.0,488.0,84.3,40-50%,Lower Than A Level
1,60,2,6,2,65.0,294.0,229.0,19.7685667752443,60-70%,A Level or Equivalent
1,60,0,9,3,17.0,167.0,150.0,2.25,90-100%,HE Qualification
0,60,0,2,1,33.0,836.0,803.0,128.25,20-30%,Lower Than A Level
0,150,0,9,1,19.0,619.0,600.0,161.0,90-100%,Lower Than A Level
1,150,0,4,2,65.0,294.0,229.0,19.7685667752443,40-50%,A Level or Equivalent
1,60,2,2,3,47.0,307.0,260.0,48.0,20-30%,HE Qualification
0,120,1,3,2,52.0,303.0,251.0,147.5,30-40%,A Level or Equivalent
1,60,0,6,2,47.0,197.0,150.0,2.75,60-70%,A Level or Equivalent
1,60,2,1,1,49.0,254.0,205.0,10.5,10-20%,Lower Than A Level
1,60,1,1,1,51.0,51.0,0.0,19.7685667752443,10-20%,Lower Than A Level
1,120,0,2,1,0.0,525.0,525.0,19.8,20-30%,Lower Than A Level
0,60,0,2,1,78.0,1172.0,1094.0,161.8,20-30%,Lower Than A Level
1,60,0,4,1,26.0,673.0,647.0,87.55,40-50%,Lower Than A Level
1,180,0,2,2,194.0,472.0,278.0,9.25,20-30%,A Level or Equivalent
0,60,0,6,1,307.0,3601.0,3294.0,137.3,60-70%,Lower Than A Level
1,60,2,5,2,28.0,290.0,262.0,80.5,50-60%,A Level or Equivalent
1,240,0,2,1,57.0,133.0,76.0,10.25,20-30%,Lower Than A Level
1,120,1,6,2,0.0,537.0,537.0,42.75,60-70%,A Level or Equivalent
0,60,0,4,3,188.0,1328.0,1140.0,122.55,40-50%,HE Qualification
0,60,1,3,2,3.0,482.0,479.0,156.55,30-40%,A Level or Equivalent
0,60,0,0,1,8.0,330.0,322.0,124.55,0-10%,Lower Than A Level
0,60,0,4,2,119.0,1162.0,1043.0,157.8,40-50%,A Level or Equivalent
0,60,0,5,2,168.0,2214.0,2046.0,152.05,50-60%,A Level or Equivalent
1,240,0,3,1,65.0,294.0,229.0,19.7685667752443,30-40%,Lower Than A Level
1,180,1,6,2,120.0,371.0,251.0,8.95,60-70%,A Level or Equivalent
1,120,1,4,2,65.0,294.0,229.0,19.7685667752443,40-50%,A Level or Equivalent
0,60,0,6,2,215.0,1155.0,940.0,141.05,60-70%,A Level or Equivalent
0,120,0,5,1,55.0,473.0,418.0,86.75,50-60%,Lower Than A Level
1,180,0,2,2,86.0,135.0,49.0,19.7685667752443,20-30%,A Level or Equivalent
1,60,1,2,2,120.0,229.0,109.0,19.7685667752443,20-30%,A Level or Equivalent
0,60,0,5,1,151.0,2771.0,2620.0,143.55,50-60%,Lower Than A Level
1,60,1,0,1,65.0,294.0,229.0,19.7685667752443,0-10%,Lower Than A Level
0,60,1,9,3,0.0,831.0,831.0,116.1,90-100%,HE Qualification
1,60,0,7,2,133.0,423.0,290.0,40.5,70-80%,A Level or Equivalent
1,60,1,2,1,1.0,428.0,427.0,42.55,20-30%,Lower Than A Level
0,120,0,2,4,45.0,1701.0,1656.0,186.05,20-30%,Post Graduate Qualification
0,60,0,5,2,49.0,725.0,676.0,161.3,50-60%,A Level or Equivalent
1,90,2,3,1,37.0,73.0,36.0,19.7685667752443,30-40%,Lower Than A Level
1,120,0,1,1,65.0,294.0,229.0,19.7685667752443,10-20%,Lower Than A Level
0,60,0,9,1,30.0,408.0,378.0,132.05,90-100%,Lower Than A Level
0,60,0,9,1,108.0,1275.0,1167.0,174.3,90-100%,Lower Than A Level
1,60,1,6,1,308.0,880.0,572.0,86.6,60-70%,Lower Than A Level
1,60,1,2,1,1.0,6.0,5.0,44.0,20-30%,Lower Than A Level
1,60,0,4,2,49.0,160.0,111.0,10.0,40-50%,A Level or Equivalent
1,120,0,0,2,152.0,365.0,213.0,19.7685667752443,0-10%,A Level or Equivalent
1,60,1,2,2,79.0,452.0,373.0,31.0,20-30%,A Level or Equivalent
0,60,0,2,1,126.0,1295.0,1169.0,172.8,20-30%,Lower Than A Level
0,60,0,7,1,155.0,1295.0,1140.0,138.75,70-80%,Lower Than A Level
1,60,2,6,3,65.0,294.0,229.0,19.7685667752443,60-70%,HE Qualification
0,60,0,6,1,377.0,2285.0,1908.0,122.05,60-70%,Lower Than A Level
1,60,0,0,1,160.0,571.0,411.0,34.05,0-10%,Lower Than A Level
1,60,1,5,2,25.0,415.0,390.0,28.8,50-60%,A Level or Equivalent
1,60,0,5,1,17.0,27.0,10.0,56.73145896656534,50-60%,Lower Than A Level
0,60,0,4,1,86.0,1389.0,1303.0,175.5,40-50%,Lower Than A Level
1,120,0,2,2,74.0,152.0,78.0,2.0,20-30%,A Level or Equivalent
1,60,0,4,2,65.0,294.0,229.0,19.7685667752443,40-50%,A Level or Equivalent
1,90,1,8,3,309.0,1929.0,1620.0,41.75,80-90%,HE Qualification
1,120,1,7,1,65.0,294.0,229.0,19.7685667752443,70-80%,Lower Than A Level
1,60,2,6,2,100.0,452.0,352.0,18.75,60-70%,A Level or Equivalent
0,60,0,3,1,8.0,460.0,452.0,114.5,30-40%,Lower Than A Level
1,60,1,2,3,422.0,801.0,379.0,16.3,20-30%,HE Qualification
1,120,1,0,2,0.0,4.0,4.0,3.1,0-10%,A Level or Equivalent
1,60,2,3,2,0.0,1077.0,1077.0,84.05,30-40%,A Level or Equivalent
0,60,0,5,2,113.0,856.0,743.0,118.0,50-60%,A Level or Equivalent
1,60,1,6,1,24.0,133.0,109.0,9.5,60-70%,Lower Than A Level
0,60,0,8,2,0.0,434.0,434.0,129.05,80-90%,A Level or Equivalent
1,60,0,2,2,56.0,281.0,225.0,35.75,20-30%,A Level or Equivalent
1,120,0,2,2,15.0,21.0,6.0,19.7685667752443,20-30%,A Level or Equivalent
1,60,1,6,1,0.0,22.0,22.0,56.73145896656534,60-70%,Lower Than A Level
1,60,2,2,1,6.0,90.0,84.0,42.3,20-30%,Lower Than A Level
1,60,0,4,3,14.0,14.0,0.0,19.7685667752443,40-50%,HE Qualification
1,60,2,4,3,0.0,93.0,93.0,61.4,40-50%,HE Qualification
1,60,0,6,2,26.0,123.0,97.0,10.75,60-70%,A Level or Equivalent
0,60,0,5,2,186.0,4156.0,3970.0,155.25,50-60%,A Level or Equivalent
1,60,1,3,1,0.0,43.0,43.0,56.73145896656534,30-40%,Lower Than A Level
1,60,0,6,1,180.0,781.0,601.0,92.8,60-70%,Lower Than A Level
1,120,0,2,2,66.0,66.0,0.0,19.7685667752443,20-30%,A Level or Equivalent
0,60,0,8,2,231.0,913.0,682.0,140.55,80-90%,A Level or Equivalent
0,60,0,3,2,21.0,337.0,316.0,128.55,30-40%,A Level or Equivalent
0,60,0,5,2,179.0,4525.0,4346.0,174.0,50-60%,A Level or Equivalent
1,90,1,3,1,1.0,1.0,0.0,19.7685667752443,30-40%,Lower Than A Level
0,60,0,2,2,15.0,749.0,734.0,161.55,20-30%,A Level or Equivalent
0,60,0,3,3,92.0,1179.0,1087.0,112.5,30-40%,HE Qualification
1,60,0,2,3,32.0,619.0,587.0,91.55,20-30%,HE Qualification
0,60,0,1,1,71.0,730.0,659.0,132.8,10-20%,Lower Than A Level
1,120,0,4,1,65.0,294.0,229.0,19.7685667752443,40-50%,Lower Than A Level
1,60,1,1,1,189.0,746.0,557.0,50.8,10-20%,Lower Than A Level
1,120,2,4,1,65.0,294.0,229.0,19.7685667752443,40-50%,Lower Than A Level
0,60,1,7,3,44.0,296.0,252.0,185.55,70-80%,HE Qualification
1,120,1,4,1,3.0,144.0,141.0,17.8,40-50%,Lower Than A Level
1,60,0,7,2,3.0,317.0,314.0,83.3,70-80%,A Level or Equivalent
